Linie;KM;Abkuerzung Bahnhof;Haltestellen Name;Perrontyp;Perron Nummer;Kundengleisnummer;Perronkantenlänge;Perronkantenhöhe;Bemerkung Höhe;Hilfstritt;Höhenverlauf;Material;Bemerkung Material;Kantenart;Bemerkung Kantenkrone;Auftritt;GO_IPID;Didok-Nummer;IPID;FID;1_koord;2_koord;BPUIC;lod
410;85.01;GS;Grenchen Sud;Mittelperron;2/3;2;389.69;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;974361;202;492595;35343388;47.1894266315, 7.4020762415;47.188424427209895, 7.397149159581328;8500202;http://lod.opentransportdata.swiss/didok/8500202
850;121.004;GUN;Guntershausen;Mittelperron;1/2;1;49.22;P 35;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;1187858;6012;3784331;35311568;47.47442073, 8.91647074722;47.47467915962223, 8.91594063362656;8506012;http://lod.opentransportdata.swiss/didok/8506012
850;121.004;GUN;Guntershausen;Mittelperron;1/2;2;49.3;P 25;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;1187858;6012;3784332;35362427;47.4743856771, 8.91643320727;47.47465936096726, 8.91591874901448;8506012;http://lod.opentransportdata.swiss/didok/8506012
290;113.794;GUE;Gumligen;Mittelperron;2/3;2;69.66;<=P20;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;1022860;7003;1022856;35313580;46.9351614922, 7.50372025061;46.93476445927306, 7.504427677228898;8507003;http://lod.opentransportdata.swiss/didok/8507003
290;113.864;GUE;Gumligen;Mittelperron;2/3;2;225.56;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1022860;7003;4614112;35373807;46.9347644593, 7.50442767723;46.93347781453177, 7.50671799382815;8507003;http://lod.opentransportdata.swiss/didok/8507003
460;64.088;HAS;Hasle LU;Hausperron;1;1;125.88;P 35;;nicht vorhanden;auslaufend;Fertigelement;;Naturstein;;Kein;1530970;8212;1530966;35372145;46.9777677524, 8.04654996821;46.97883386986284, 8.04707925628577;8508212;http://lod.opentransportdata.swiss/didok/8508212
653;65.1;HDK;Hendschiken;Mittelperron;2/3;2;236.48;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;974442;2211;488443;35345503;47.3900062665, 8.20690645106;47.38833775814913, 8.20884876797631;8502211;http://lod.opentransportdata.swiss/didok/8502211
762;34.933;HGT;Henggart;Hilfskante;51;;36.21;<=P20;;nicht vorhanden;;Ortsbeton;;Beton;;Kein;14735319;6046;14735318;228036752;47.5635952059, 8.68538479395;47.563910836637106, 8.685266645598889;8506046;http://lod.opentransportdata.swiss/didok/8506046
762;34.948;HGT;Henggart;Hilfskante;52;;21.05;<=P20;;nicht vorhanden;;Ortsbeton;;Beton;;Kein;14735322;6046;14735321;228036755;47.563738745, 8.6853965231;47.56392156223142, 8.685324002278275;8506046;http://lod.opentransportdata.swiss/didok/8506046
730;16.521;HERL;Herrliberg-Feldmeilen;Mittelperron;2/3;3;219.29;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1651680;3103;1651677;35335324;47.2825792905, 8.61201149593;47.28113301705599, 8.61398221048671;8503103;http://lod.opentransportdata.swiss/didok/8503103
450;67.016;HB;Herzogenbuchsee;Hausperron;1;1;322.42;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;974369;8008;15176356;308309701;47.1861553293, 7.70024436141;47.188983469238096, 7.701181727821018;8508008;http://lod.opentransportdata.swiss/didok/8508008
762;32.51;HET;Hettlingen;Hausperron;1;1;117.88;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;3252220;6045;3252218;35356853;47.543726782, 8.69549381535;47.54474841129514, 8.69507522167726;8506045;http://lod.opentransportdata.swiss/didok/8506045
753;22.376;HI;Hinwil;Mittelperron;2/3;3;297.96;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1745987;3130;1745983;35359672;47.3011878079, 8.8382519954;47.29904932837701, 8.84062087394974;8503130;http://lod.opentransportdata.swiss/didok/8503130
651;20.794;HIK;Hitzkirch;Zwischenperron;1/2;1;110.2;P 35;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;2430084;2027;2430081;35355001;47.2226774383, 8.25192343348;47.22339592474417, 8.250921062143714;8502027;http://lod.opentransportdata.swiss/didok/8502027
651;20.794;HIK;Hitzkirch;Zwischenperron;1/2;2;110.21;P 35;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;2430084;2027;2430082;35312978;47.2226620027, 8.25189922095;47.223381985123275, 8.250898971709075;8502027;http://lod.opentransportdata.swiss/didok/8502027
720;16.584;HG;Horgen;Mittelperron;3/4;4;320.51;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;2067329;3204;2067325;35335001;47.262075208, 8.594656399;47.26129143087503, 8.59871987505488;8503204;http://lod.opentransportdata.swiss/didok/8503204
660;16.661;HGO;Horgen Oberdorf;Mittelperron;3/4;3;220.35;P 42;inkl. 20 cm Hilfstritt;vorhanden;konstant;Fertigelement;;Andere;Stahl;Andere;2402064;2208;3838957;35338663;47.2596345657, 8.58828139368;47.25821293937172, 8.590309692582752;8502208;http://lod.opentransportdata.swiss/didok/8502208
660;16.882;HGO;Horgen Oberdorf;Mittelperron;3/4;4;55.02;P 25;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Kein;2402064;2208;3838958;35322840;47.2581774076, 8.59027092562;47.25782393507014, 8.590779683453201;8502208;http://lod.opentransportdata.swiss/didok/8502208
840;48.623;HM;Huttlingen-Mettendorf;Aussenperron;2;2;120.22;P 35;inkl. 10 cm Hilfstritt;vorhanden;konstant;Fertigelement;;Beton;;Andere;362900;6102;362902;35364332;47.5825334311, 8.9739327502;47.58246113082365, 8.975527200013108;8506102;http://lod.opentransportdata.swiss/didok/8506102
840;48.562;HM;Huttlingen-Mettendorf;Aussenperron;2;2;60.32;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;362900;6102;3555895;35329451;47.5825685995, 8.9731326238;47.582532218283674, 8.97393263534951;8506102;http://lod.opentransportdata.swiss/didok/8506102
753;4.293;IL;Illnau;Hausperron;1;1;129.96;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1568418;3303;10166737;152046892;47.4102217015, 8.72201484415;47.409104018258304, 8.722518676991136;8503303;http://lod.opentransportdata.swiss/didok/8503303
840;37.931;ISL;Islikon;Aussenperron;3;3;220.69;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;3825479;6019;13237091;225817302;47.5476005242, 8.84463721156;47.54827801471194, 8.847392783212042;8506019;http://lod.opentransportdata.swiss/didok/8506019
770;34.628;JE;Jestetten;Hausperron;2;2;320.33;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;4403541;3421;4403534;68036986;47.6552908569, 8.57704253883;47.65444438551905, 8.572966919915586;8503421;http://lod.opentransportdata.swiss/didok/8503421
700;77.087;KAU;Kaiseraugst;Mittelperron;4/5;4;85.85;P 30;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;1091532;300;1091530;35328074;47.5382393226, 7.7226932613;47.53789332947346, 7.721676426325042;8500300;http://lod.opentransportdata.swiss/didok/8500300
700;77.087;KAU;Kaiseraugst;Mittelperron;4/5;4;220.41;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;1091532;300;3511018;35333236;47.5382393226, 7.7226932613;47.539104642964794, 7.72532693287828;8500300;http://lod.opentransportdata.swiss/didok/8500300
701;30.26;KAAG;Kaiserstuhl AG;Hausperron;1;1;120.07;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1240177;3413;1240175;35369716;47.5667254494, 8.41844275608;47.566168150090434, 8.419809310340726;8503413;http://lod.opentransportdata.swiss/didok/8503413
251;91.412;KAL;Kallnach;Hausperron;1;1;34.94;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1791276;4402;16969665;265647658;47.0258118862, 7.23556314869;47.02600766448699, 7.235922627096269;8504402;http://lod.opentransportdata.swiss/didok/8504402
251;91.318;KAL;Kallnach;Hausperron;1;1;9.66;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1791276;4402;16969812;265647852;47.0252836064, 7.23459043522;47.02533450664744, 7.234689463920006;8504402;http://lod.opentransportdata.swiss/didok/8504402
853;30.894;KAB;Kaltbrunn;Hilfskante;3;3;165.37;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1833439;3117;1833404;35352283;47.2176921104, 9.02353841737;47.21846949144393, 9.021680323242729;8503117;http://lod.opentransportdata.swiss/didok/8503117
853;31.059;KAB;Kaltbrunn;Hilfskante;3;3;13.97;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1833439;3117;3727502;35321323;47.2184694914, 9.02168032324;47.21853898666172, 9.021526739453494;8503117;http://lod.opentransportdata.swiss/didok/8503117
290;128.171;KI;Kiesen;Hausperron;1;1;32.99;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1311738;7008;4737373;135193566;46.8201023674, 7.57511204226;46.82039321781086, 7.575025959097253;8507008;http://lod.opentransportdata.swiss/didok/8507008
290;128.339;KI;Kiesen;Aussenperron;2;2;168.65;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1326593;7008;1311743;35372283;46.8186021149, 7.57544926469;46.82008900392494, 7.575010398893823;8507008;http://lod.opentransportdata.swiss/didok/8507008
710;15.974;KLW;Killwangen-Spreitenbach;Mittelperron;3/4;3;318.26;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;1829290;3506;1829295;35339806;47.4328726317, 8.35594027691;47.43419449692842, 8.352198615207751;8503506;http://lod.opentransportdata.swiss/didok/8503506
757;11.321;KL;Kloten;Mittelperron;3/4;4;41.46;P 35;;nicht vorhanden;konstant;Mauerwerk;;Naturstein;;Kein;1413234;3308;1413241;35324338;47.4485615288, 8.58419931106;47.44876464183327, 8.584658197763101;8503308;http://lod.opentransportdata.swiss/didok/8503308
752;9.732;KL;Kloten;Mittelperron;3/4;4;300.38;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;1413234;3308;1413242;35327584;47.4470242256, 8.58092537244;47.4485615288345, 8.584199311062;8503308;http://lod.opentransportdata.swiss/didok/8503308
752;9.732;KL;Kloten;Mittelperron;3/4;3;300.11;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;1413234;3308;2113899;35349021;47.4470582603, 8.58089373519;47.44860309741282, 8.58415635361267;8503308;http://lod.opentransportdata.swiss/didok/8503308
711;31.523;KNO;Knonau;Hausperron;1;1;230.17;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;2204450;2226;2204446;35315242;47.2220197634, 8.46586832558;47.22008342229284, 8.466943626137729;8502226;http://lod.opentransportdata.swiss/didok/8502226
824;98.809;KURZ;Kurzrickenbach Seepark;Hausperron;1;1;120.34;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;2774828;6119;2774827;35328593;47.64313425, 9.1969029125;47.64312451632196, 9.195302582797234;8506119;http://lod.opentransportdata.swiss/didok/8506119
504;9.144;KKO;Kolliken Oberdorf;Hausperron;1;1;121.13;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;10424677;2122;10424376;167138297;47.3243977499, 8.01731700321;47.32461128735132, 8.018888285794452;8502122;http://lod.opentransportdata.swiss/didok/8502122
504;1.608;KGD;Kungoldingen;Aussenperron;1;1;120.2;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;10436596;2120;10436133;167138273;47.3016278179, 7.94156044922;47.30267588205959, 7.941950541147639;8502120;http://lod.opentransportdata.swiss/didok/8502120
224;29.361;CF;La Chaux-de-Fonds;Mittelperron;3/4;4/3;43.72;P 20;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;1830633;4314;1830623;35328967;47.0991018296, 6.82674100695;47.09934242775128, 6.827193560812387;8504314;http://lod.opentransportdata.swiss/didok/8504314
224;29.553;CF;La Chaux-de-Fonds;Mittelperron;5/6;6;39.09;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1841648;4314;1841645;35339472;47.0978350113, 6.82499435417;47.098059008725116, 6.825387553078645;8504314;http://lod.opentransportdata.swiss/didok/8504314
224;29.36;CF;La Chaux-de-Fonds;Mittelperron;1/2;2;143.13;<=P20;15;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;2081879;4314;1841576;35341690;47.099159413, 6.82668300636;47.09834129239445, 6.825227230781253;8504314;http://lod.opentransportdata.swiss/didok/8504314
225;43.628;LHE;La Heutte;Hausperron;1;1;43.32;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;2347664;4303;2347657;35309902;47.1894888954, 7.22614195651;47.189515035860346, 7.225571719322968;8504303;http://lod.opentransportdata.swiss/didok/8504303
210;89.983;NV;La Neuveville;Aussenperron;2;2;149.95;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;1515333;4226;1515320;35360094;47.0624444975, 7.09454981072;47.06308047958823, 7.096290406219125;8504226;http://lod.opentransportdata.swiss/didok/8504226
100;19.83;TOUR;La Tour-de-Peilz;Aussenperron;2;2;163.13;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;13781320;1201;17972773;285399664;46.4559932622, 6.85897134648;46.45496745286987, 6.860489758097757;8501201;http://lod.opentransportdata.swiss/didok/8501201
900;12.198;LQ;Landquart;Aussenperron;4;4;415.51;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;393456;9002;393454;35314427;46.9683239261, 9.5534916413;46.96461761200361, 9.554194924910686;8509002;http://lod.opentransportdata.swiss/didok/8509002
450;59.203;LTH;Langenthal;Hausperron;1;1;123.3;P 55;;nicht vorhanden;konstant;Andere;;Andere;;Kein;974365;8100;19953154;324838931;47.2172799834, 7.78461798153;47.2165881097978, 7.783346020059762;8508100;http://lod.opentransportdata.swiss/didok/8508100
460;37.354;LN;Langnau i.E.;Hausperron;1;1;219.69;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1411996;8207;1411988;35344012;46.9398783814, 7.78303558966;46.938570829525005, 7.78519881250339;8508207;http://lod.opentransportdata.swiss/didok/8508207
460;37.403;LN;Langnau i.E.;Mittelperron;2/3;2;21.54;<=P20;;nicht vorhanden;auslaufend;Fertigelement;;Beton;;Kein;1412010;8207;16987825;266021171;46.9395336095, 7.78344939881;46.939404318162445, 7.783656682596796;8508207;http://lod.opentransportdata.swiss/didok/8508207
230;100.226;LFN;Laufen;Mittelperron;3/4;3;421.23;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;3576780;113;3576777;35315788;47.4159911583, 7.50156743448;47.41965140600826, 7.5030081386480045;8500113;http://lod.opentransportdata.swiss/didok/8500113
701;65.374;LFG;Laufenburg;Hausperron;1;1;269.56;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1747552;322;1747545;35345686;47.5604609224, 8.06280093451;47.559020079253806, 8.059920465706734;8500322;http://lod.opentransportdata.swiss/didok/8500322
150;0.105;LS;Lausanne;Hausperron;1;1;258.02;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;3429296;1120;3429231;35371144;46.5170544886, 6.62778288943;46.516541277717145, 6.631060023406581;8501120;http://lod.opentransportdata.swiss/didok/8501120
100;0.129;LS;Lausanne;Hausperron;1;70;8.83;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;3429296;1120;3772986;35372429;46.5166716886, 6.6307813408;46.516652214866355, 6.630892893713526;8501120;http://lod.opentransportdata.swiss/didok/8501120
600;112.492;LAV;Lavorgo;Aussenperron;4;;202.0;P 20;;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Naturstein;;Kein;1154794;5205;1154792;35369613;46.4413590033, 8.83878285857;46.440135709417646, 8.840716642582214;8505205;http://lod.opentransportdata.swiss/didok/8505205
600;112.521;LAV;Lavorgo;Hausperron;1;1;169.26;P 25;;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Naturstein;;Kein;1154797;5205;1154795;35369634;46.4412746662, 8.83920123656;46.440260958078674, 8.840836021296939;8505205;http://lod.opentransportdata.swiss/didok/8505205
200;43.41;DAY;Le Day;Aussenperron;1;1;162.2;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;13744408;1104;13744405;285559072;46.7193933724, 6.39945623472;46.72071278537881, 6.398552918972913;8501104;http://lod.opentransportdata.swiss/didok/8501104
224;36.923;LOC;Le Locle;Aussenperron;2;2;121.15;P 25;;nicht vorhanden;konstant;Fertigelement;;Andere;Element prefabrique;Kein;2077309;4316;2077303;35360352;47.0587763594, 6.7475188362;47.05809637165797, 6.746272790082369;8504316;http://lod.opentransportdata.swiss/didok/8504316
111;7.068;LVE;Le Verney (embr);Aussenperron;1;;65.07;P 25;;nicht vorhanden;konstant;Andere;Bois;Beton;;Kein;2510371;4009;2510368;35344459;46.4877836618, 6.76333645976;46.48826672649727, 6.762861069134645;8504009;http://lod.opentransportdata.swiss/didok/8504009
650;31.861;LB;Lenzburg;Hausperron;6;6;111.41;P 30;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;974426;2119;617201;35362786;47.3909356127, 8.1713156336;47.391360113146625, 8.169978975707128;8502119;http://lod.opentransportdata.swiss/didok/8502119
650;31.847;LB;Lenzburg;Hausperron;6;6;13.81;<=P20;;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Naturstein;;Kein;974426;2119;17629492;278935588;47.3908833548, 8.17148152672;47.390935612738225, 8.171315620354457;8502119;http://lod.opentransportdata.swiss/didok/8502119
650;31.966;LB;Lenzburg;Aussenperron;1;1;160.5;P 42;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;974430;2119;617214;35312010;47.3916343088, 8.17026259912;47.39221176764738, 8.168314928540283;8502119;http://lod.opentransportdata.swiss/didok/8502119
219;35.873;LBA;Les Bayards;Hausperron;1;;92.31;P 30;;nicht vorhanden;konstant;Ortsbeton;;Andere;Element prefabrique;Kein;2347643;4212;2347641;35352504;46.9089417726, 6.52406771557;46.90873162792146, 6.522896932704512;8504212;http://lod.opentransportdata.swiss/didok/8504212
224;16.822;GEC;Les Geneveys-sur-Coffrane;Zwischenperron;2;;172.85;P 20;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;2066596;4236;3080223;35366690;47.0144151441, 6.85311694581;47.01592611909074, 6.853652648664031;8504236;http://lod.opentransportdata.swiss/didok/8504236
224;16.911;GEC;Les Geneveys-sur-Coffrane;Hausperron;1;1;18.4;P 35;;vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;2066597;4236;17623388;278852371;47.0151960152, 6.85335370696;47.01535719277444, 6.853408144356151;8504236;http://lod.opentransportdata.swiss/didok/8504236
224;21.014;HGV;Les Hauts-Geneveys;Mittelperron;2/3;;60.93;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;1876030;4237;3286305;35320703;47.0474509078, 6.8746400349;47.047925909494005, 6.875039953521388;8504237;http://lod.opentransportdata.swiss/didok/8504237
224;21.075;HGV;Les Hauts-Geneveys;Mittelperron;2/3;;44.32;P 20;;nicht vorhanden;konstant;Mauerwerk;;Naturstein;Granit;Kein;1876030;4237;4014186;35316716;47.0479259095, 6.87503995352;47.04827672706243, 6.875316663926305;8504237;http://lod.opentransportdata.swiss/didok/8504237
224;20.925;HGV;Les Hauts-Geneveys;Mittelperron;2/3;2;149.9;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;1876030;4237;4014191;35374350;47.046734972, 6.87412248879;47.04790542541503, 6.875101706378191;8504237;http://lod.opentransportdata.swiss/didok/8504237
224;21.075;HGV;Les Hauts-Geneveys;Mittelperron;2/3;2;44.48;P 20;;nicht vorhanden;konstant;Mauerwerk;;Naturstein;Granit;Kein;1876030;4237;4014306;35374546;47.0479054254, 6.87510170638;47.04826981673005, 6.8753418596684;8504237;http://lod.opentransportdata.swiss/didok/8504237
150;55.633;TUI;Les Tuileries;Hausperron;1;1;183.09;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;340585;1011;15649614;273510746;46.2509545767, 6.14739016043;46.249310482862434, 6.1473034172680245;8501011;http://lod.opentransportdata.swiss/didok/8501011
230;94.184;LSB;Liesberg;Hausperron;1;;19.67;P 25;;nicht vorhanden;nicht konstant;Mauerwerk;;Naturstein;;Kein;2117479;111;433345;35322212;47.3981034586, 7.43892137872;47.39825738595896, 7.439049907179398;8500111;http://lod.opentransportdata.swiss/didok/8500111
500;14.147;LST;Liestal;Aussenperron;4/5;4;423.97;P 55;;nicht vorhanden;konstant;;;;;;15126031;23;15126007;289979363;47.4857209871, 7.7289338702;47.48305995626183, 7.7329615958323;8500023;http://lod.opentransportdata.swiss/didok/8500023
150;10.087;LON;Lonay-Preverenges;Aussenperron;2;2;154.15;P 30;;nicht vorhanden;konstant;Fertigelement;;Andere;Element prefabrique;Kein;2161722;1048;2161723;35318204;46.52327421, 6.51997281427;46.52258616002751, 6.5182287772962075;8501048;http://lod.opentransportdata.swiss/didok/8501048
736;78.759;LU;Luchsingen-Hatzingen;Hausperron;1;;26.05;<=P20;10 cm;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;1753362;3236;3890006;35362882;46.9646063355, 9.03843957941;46.964472239267096, 9.038158929599126;8503236;http://lod.opentransportdata.swiss/didok/8503236
