Linie;KM;Abkuerzung Bahnhof;Haltestellen Name;Perrontyp;Perron Nummer;Kundengleisnummer;Perronkantenlänge;Perronkantenhöhe;Bemerkung Höhe;Hilfstritt;Höhenverlauf;Material;Bemerkung Material;Kantenart;Bemerkung Kantenkrone;Auftritt;GO_IPID;Didok-Nummer;IPID;FID;1_koord;2_koord;BPUIC;lod
730;10.69;KGO;Kusnacht Goldbach;Aussenperron;2;2;321.13;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1635480;3141;1635478;35369822;47.3276090795, 8.5748806975;47.32525954094724, 8.577347846669186;8503141;http://lod.opentransportdata.swiss/didok/8503141
730;11.53;KUES;Kusnacht ZH;Mittelperron;3/4;3;100.88;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1635810;3101;3838346;35336471;47.3209659025, 8.58000649838;47.32010977184735, 8.580440001370484;8503101;http://lod.opentransportdata.swiss/didok/8503101
570;16.037;KUE;Kussnacht am Rigi;Mittelperron;1/2;2;221.68;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;4149741;5002;4149738;35375254;47.0824933606, 8.43224254843;47.084165447501924, 8.43380980269919;8505002;http://lod.opentransportdata.swiss/didok/8505002
224;29.318;CF;La Chaux-de-Fonds;Mittelperron;5/6;6;43.37;<=P20;15;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;1841648;4314;1841634;35355587;47.0991794461, 6.82738116238;47.0989336514108, 6.826940774325144;8504314;http://lod.opentransportdata.swiss/didok/8504314
224;29.528;CF;La Chaux-de-Fonds;Mittelperron;5/6;6/5;69.8;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1841648;4314;1841642;35371897;47.0980098917, 6.8252137644;47.09761174527233, 6.824502843957733;8504314;http://lod.opentransportdata.swiss/didok/8504314
210;90.132;NV;La Neuveville;Hausperron;1;1;78.11;P 20;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Kein;2106931;4226;1515422;35344229;47.0631391563, 7.09624295676;47.06347007880021, 7.097149980777008;8504226;http://lod.opentransportdata.swiss/didok/8504226
210;89.977;NV;La Neuveville;Hausperron;1;1;155.3;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;2106931;4226;2106929;35344743;47.0624804629, 7.09444017675;47.06313915633068, 7.0962429567614365;8504226;http://lod.opentransportdata.swiss/didok/8504226
151;74.693;LP;La Plaine;;;1;160.18;P 55;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Gitterrost;;1001;14013669;240759537;46.1786690219, 6.00109062617;46.17872515827394, 5.999017957859476;8501001;http://lod.opentransportdata.swiss/didok/8501001
152;64.02;LAPR;Lancy-Pont-Rouge;Mittelperron;1/2;2;381.79;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;13467298;16155;12016217;198141589;46.1877371258, 6.12528948237;46.18434712806515, 6.124608209271902;8516155;http://lod.opentransportdata.swiss/didok/8516155
900;12.198;LQ;Landquart;Mittelperron;2/3;2;415.74;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;393470;9002;1521566;35344367;46.9683449696, 9.55369023866;46.964638367765986, 9.554414383708647;8509002;http://lod.opentransportdata.swiss/didok/8509002
460;37.424;LN;Langnau i.E.;Mittelperron;2/3;2;243.07;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1412010;8207;1412006;35346053;46.9394043182, 7.7836566826;46.93796525433339, 7.786060054063435;8508207;http://lod.opentransportdata.swiss/didok/8508207
150;0.122;LS;Lausanne;Aussenperron;9;;50.66;P 42;;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Beton;elements prefabriques;Kein;1631808;1120;1631804;35338317;46.5166374848, 6.62735268423;46.516831856737475, 6.626755781742668;8501120;http://lod.opentransportdata.swiss/didok/8501120
150;0.105;LS;Lausanne;Hausperron;1;1;133.79;P 55;35-55;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;3429296;1120;3429230;35375493;46.5170544886, 6.62778288943;46.517431731887264, 6.626127316689987;8501120;http://lod.opentransportdata.swiss/didok/8501120
150;0.109;LS;Lausanne;Mittelperron;5/6;5;93.02;P 35;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;3429300;1120;3429254;35356966;46.5168447421, 6.62762771667;46.51710839130242, 6.626477341726874;8501120;http://lod.opentransportdata.swiss/didok/8501120
150;0.109;LS;Lausanne;Mittelperron;5/6;5;269.59;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;3429300;1120;3429262;35348822;46.5168447421, 6.62762771667;46.51628216490264, 6.631041245834916;8501120;http://lod.opentransportdata.swiss/didok/8501120
100;0.164;LS;Lausanne;Mittelperron;5/6;5/6;46.92;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;3429300;1120;3429267;35365120;46.5162821649, 6.63104124583;46.5160873817691, 6.631582228648098;8501120;http://lod.opentransportdata.swiss/didok/8501120
100;0.166;LS;Lausanne;Mittelperron;7/8;8;60.25;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;3429301;1120;3429287;35349447;46.5161247757, 6.63096757276;46.51592215441947, 6.631694014055982;8501120;http://lod.opentransportdata.swiss/didok/8501120
500;16.927;LSN;Lausen;Aussenperron;1;1;221.82;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;4181249;24;4181240;35357868;47.4707903461, 7.75844792128;47.47000912029399, 7.761144129125554;8500024;http://lod.opentransportdata.swiss/didok/8500024
224;38.785;COL;Le Locle-Col-des-Roches;Hausperron;1;1;149.17;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1773115;4317;1773106;35346368;47.0500888179, 6.72704369066;47.049556668839806, 6.725241511636017;8504317;http://lod.opentransportdata.swiss/didok/8504317
650;31.983;LB;Lenzburg;Hausperron;6;6;14.11;P 30;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;974426;2119;17629464;278935558;47.3914012468, 8.16984937821;47.3914549543202, 8.169680018256287;8502119;http://lod.opentransportdata.swiss/didok/8502119
650;31.814;LB;Lenzburg;Mittelperron;4/5;4;401.22;P 30;;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Naturstein;;Kein;974427;2119;617206;35311995;47.3908394432, 8.17193539197;47.39236626555948, 8.167121578362904;8502119;http://lod.opentransportdata.swiss/didok/8502119
131;19.519;EVOU;Les Evouettes;Hausperron;1;1;150.17;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;2758307;1425;2758301;35344903;46.3628084007, 6.87952285331;46.36412890572331, 6.879112560109666;8501425;http://lod.opentransportdata.swiss/didok/8501425
224;16.822;GEC;Les Geneveys-sur-Coffrane;Zwischenperron;2;2;172.83;P 20;;nicht vorhanden;nicht konstant;Fertigelement;;Andere;Elements prefabrique;Kein;2066596;4236;4440892;35315205;47.0144089691, 6.85315481219;47.01592115926702, 6.8536819011222025;8504236;http://lod.opentransportdata.swiss/didok/8504236
224;16.929;GEC;Les Geneveys-sur-Coffrane;Hausperron;1;1;24.01;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;;2066597;4236;12463874;169297568;47.0153571928, 6.85340814436;47.015567021504935, 6.853482817743516;8504236;http://lod.opentransportdata.swiss/didok/8504236
224;16.887;GEC;Les Geneveys-sur-Coffrane;Hausperron;1;1;5.46;<=P20;;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Naturstein;;Kein;2066597;4236;17623384;278852367;47.0149880245, 6.8532796458;47.01503577743823, 6.853296602886044;8504236;http://lod.opentransportdata.swiss/didok/8504236
224;16.905;GEC;Les Geneveys-sur-Coffrane;Hausperron;1;1;5.51;<=P20;;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Naturstein;;Kein;2066597;4236;17623386;278852369;47.0151478565, 6.85333654378;47.015196015190256, 6.853353706962996;8504236;http://lod.opentransportdata.swiss/didok/8504236
736;77.292;LGB;Leuggelbach;Hausperron;1;;71.76;P 25;;nicht vorhanden;nicht konstant;Ortsbeton;;Naturstein;;Kein;1754365;3235;1754367;35370146;46.9762460518, 9.04716973126;46.97561732147859, 9.0469562715628;8503235;http://lod.opentransportdata.swiss/didok/8503235
736;77.187;LGB;Leuggelbach;Hausperron;1;1;105.23;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1754365;3235;3889994;35368947;46.9771696678, 9.04747229707;46.976246051757634, 9.04716973126012;8503235;http://lod.opentransportdata.swiss/didok/8503235
230;94.164;LSB;Liesberg;Dienstperron;2;;55.73;P 25;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;433339;111;433336;35346439;47.3979318219, 7.43884097536;47.39837031766059, 7.439197352682939;8500111;http://lod.opentransportdata.swiss/didok/8500111
500;14.143;LST;Liestal;Mittelperron;2/3;2;427.15;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;15160617;23;15160605;324635008;47.4858304494, 7.72902519534;47.483157936167544, 7.733096631491951;8500023;http://lod.opentransportdata.swiss/didok/8500023
630;171.747;LO;Locarno;Mittelperron;2/3;;22.76;P 42;;nicht vorhanden;konstant;Fertigelement;;Beton;Parapetto di protezione;Kein;578589;5400;13920342;256586043;46.1723502992, 8.80387027818;46.17236527773622, 8.803576435554453;8505400;http://lod.opentransportdata.swiss/didok/8505400
630;171.82;LO;Locarno;Hausperron;1;1;133.85;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;3519605;5400;11090360;120404722;46.1723293429, 8.80291693561;46.17224407797535, 8.80464568254116;8505400;http://lod.opentransportdata.swiss/didok/8505400
630;171.82;LO;Locarno;Hausperron;1;1;151.4;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;3519605;5400;12974254;179833760;46.1723295707, 8.80291371669;46.172426190681705, 8.800958255938491;8505400;http://lod.opentransportdata.swiss/didok/8505400
736;78.63;LU;Luchsingen-Hatzingen;Hausperron;1;1;117.38;P 55;;nicht vorhanden;;Fertigelement;;Beton;;Gitterrost;1753362;3236;17712658;324395532;46.9654169923, 9.03963207286;46.96466675448711, 9.03855270673155;8503236;http://lod.opentransportdata.swiss/didok/8503236
600;180.415;LG;Lugano;Aussenperron;4;4;170.05;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;4015842;5300;4015838;35368375;46.0057122429, 8.94627880558;46.004218054255254, 8.946747519884456;8505300;http://lod.opentransportdata.swiss/didok/8505300
410;70.219;LUT;Luterbach-Attisholz;Mittelperron;2/3;2;256.06;P 35;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;974347;208;712165;35314721;47.2178150845, 7.58495585977;47.216678227592155, 7.582015984012915;8500208;http://lod.opentransportdata.swiss/didok/8500208
500;95.081;LZ;Luzern;Mittelperron;6/7;6;414.67;P 55;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Beton;941367;5000;345600;35364316;47.0500579411, 8.31002123223;47.04634853978256, 8.310464586846537;8505000;http://lod.opentransportdata.swiss/didok/8505000
470;0.14;LZ;Luzern;Mittelperron;12/13;13;22.77;P 35;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Beton;941370;5000;345652;35332231;47.0500950223, 8.31083623667;47.049891453652684, 8.31086929116218;8505000;http://lod.opentransportdata.swiss/didok/8505000
470;0.163;LZ;Luzern;Mittelperron;14/15;14;22.65;P 35;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;941371;5000;345659;35351300;47.0498996162, 8.31097895102;47.05010211227231, 8.310946182211534;8505000;http://lod.opentransportdata.swiss/didok/8505000
470;0.402;LZ;Luzern;Mittelperron;14/15;15;196.86;P 35;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Beton;941371;5000;345698;35311270;47.0477615968, 8.31136245632;47.04952384984066, 8.311170085434219;8505000;http://lod.opentransportdata.swiss/didok/8505000
500;95.046;LZ;Luzern;Dienstperron;5;;35.64;P 42;;nicht vorhanden;nicht konstant;Ortsbeton;;Beton;;Kein;957997;5000;345671;35311233;47.0497382023, 8.31003081847;47.0500568826401, 8.309979349276336;8505000;http://lod.opentransportdata.swiss/didok/8505000
500;94.986;LZ;Luzern;Dienstperron;5;;36.89;P 42;;nicht vorhanden;nicht konstant;Ortsbeton;;Beton;;Kein;957997;5000;17724778;281249509;47.0492000964, 8.31009134398;47.04887022249529, 8.310144393403165;8505000;http://lod.opentransportdata.swiss/didok/8505000
500;94.986;LZ;Luzern;Dienstperron;7;;59.92;<=P20;0;nicht vorhanden;konstant;Andere;;Andere;;Kein;957999;5000;17724882;281249616;47.049218245, 8.31032660191;47.04975403634784, 8.310240363793378;8505000;http://lod.opentransportdata.swiss/didok/8505000
500;95.046;LZ;Luzern;Dienstperron;9;;35.54;P 42;;nicht vorhanden;nicht konstant;Ortsbeton;;Beton;;Kein;958000;5000;345685;35362080;47.0497726344, 8.31047561836;47.050090351336685, 8.310424294048467;8505000;http://lod.opentransportdata.swiss/didok/8505000
500;94.986;LZ;Luzern;Dienstperron;9;;60.0;<=P20;0;nicht vorhanden;konstant;Andere;;Andere;;Kein;958000;5000;17727300;281346556;47.0492382416, 8.31058851474;47.049774651986006, 8.310501341662777;8505000;http://lod.opentransportdata.swiss/didok/8505000
470;0.137;LZ;Luzern;Dienstperron;11;;30.96;<=P20;P15;nicht vorhanden;nicht konstant;Ortsbeton;;Beton;;Kein;958001;5000;345689;35337679;47.0501082311, 8.31065931474;47.04983142812214, 8.310704419514531;8505000;http://lod.opentransportdata.swiss/didok/8505000
470;0.137;LZ;Luzern;Dienstperron;11;;30.96;<=P20;P10;nicht vorhanden;nicht konstant;Ortsbeton;;Beton;;Kein;958001;5000;345690;35347002;47.0501102174, 8.31068560364;47.04983346016526, 8.310730603732871;8505000;http://lod.opentransportdata.swiss/didok/8505000
500;94.861;LZ;Luzern;Dienstperron;1;;81.3;P 35;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Kein;12209336;5000;12209338;159821823;47.0480536008, 8.30980124099;47.04878044371173, 8.309683620196795;8505000;http://lod.opentransportdata.swiss/didok/8505000
460;89.144;LIT;Luzern Littau;Zwischenperron;3;3;87.67;<=P20;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Kein;974408;8219;14324961;222579335;47.0529091681, 8.25667682625;47.0522593441607, 8.256023510614547;8508219;http://lod.opentransportdata.swiss/didok/8508219
251;98.97;LYGR;Lyss Grien;Hausperron;1;1;119.76;P 55;;nicht vorhanden;konstant;;;;;;10194844;18749;10194797;117798063;47.0721456113, 7.29645118577;47.07321804344529, 7.29660053322889;8518749;http://lod.opentransportdata.swiss/didok/8518749
450;86.517;LYS;Lyssach;Hausperron;1;1;201.95;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;2117315;8004;2117313;35325023;47.0639048862, 7.58158797601;47.062728013887785, 7.579563138025757;8508004;http://lod.opentransportdata.swiss/didok/8508004
853;9.954;LUET;Lutisburg;Aussenperron;1;1;144.18;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1689540;6204;1689538;35356247;47.3854982514, 9.07147421705;47.384284434360914, 9.070804035197273;8506204;http://lod.opentransportdata.swiss/didok/8506204
631;166.993;MAG;Magadino-Vira;Hausperron;1;;30.56;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;16142359;5406;15349407;240351784;46.1451777521, 8.84985996936;46.14506627345587, 8.849498458928199;8505406;http://lod.opentransportdata.swiss/didok/8505406
631;166.927;MAG;Magadino-Vira;Hausperron;1;;29.98;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;16142359;5406;15591657;243316808;46.1454181822, 8.85064164362;46.14531029334308, 8.850286086506483;8505406;http://lod.opentransportdata.swiss/didok/8505406
900;7.545;MF;Maienfeld;Hausperron;1;1;320.09;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;365491;9003;365488;35363079;47.0050793417, 9.52691154289;47.00319999276785, 9.530094253176003;8509003;http://lod.opentransportdata.swiss/didok/8509003
226;61.713;MB;Malleray-Bevilard;Zwischenperron;3;;169.78;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;941785;102;3790168;35330257;47.2389503308, 7.27500202399;47.23851678025965, 7.277148299363965;8500102;http://lod.opentransportdata.swiss/didok/8500102
822;51.242;MANN;Mannenbach-Salenstein;Hausperron;1;1;120.46;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;2846898;6134;2846900;35325908;47.6738385948, 9.05170934527;47.67364856683083, 9.05328839084289;8506134;http://lod.opentransportdata.swiss/didok/8506134
600;190.908;MAR;Maroggia-Melano;Aussenperron;2;;222.5;P 55;;nicht vorhanden;konstant;Andere;in legno (provvisorio);Andere;in legno (provvisorio);Kein;16695954;5303;16694994;272146146;45.9329673829, 8.97321101284;45.93161705227605, 8.97532818794548;8505303;http://lod.opentransportdata.swiss/didok/8505303
100;66.363;MA;Martigny;Mittelperron;2/3;2;444.3;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1652512;1500;17525820;278522312;46.1061507456, 7.07744471917;46.106467952962724, 7.0830978288654265;8501500;http://lod.opentransportdata.swiss/didok/8501500
100;66.336;MA;Martigny;Hilfskante;20;;100.91;P 55;;nicht vorhanden;konstant;Mauerwerk;;Naturstein;;Kein;1652522;1500;1652521;35314232;46.1060554413, 7.077068312;46.105875983834494, 7.078347536569334;8501500;http://lod.opentransportdata.swiss/didok/8501500
570;10.646;MEG;Meggen;Zwischenperron;3;;152.84;P 20;;nicht vorhanden;nicht konstant;Fertigelement;;Naturstein;;Kein;1809566;5001;1809564;35321501;47.0496149745, 8.38242358785;47.05047753809217, 8.383989813863245;8505001;http://lod.opentransportdata.swiss/didok/8505001
730;19.324;ML;Meilen;Mittelperron;2/3;2;319.88;P 55;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Beton;1681152;3104;1681150;35360111;47.2703135696, 8.6426425433;47.269096240329254, 8.646472518091318;8503104;http://lod.opentransportdata.swiss/didok/8503104
600;187.221;MDE;Melide;Hausperron;1;;91.76;<=P20;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Kein;1385955;5302;1385954;35314504;45.9557896429, 8.94829832124;45.95521463617168, 8.949095188183422;8505302;http://lod.opentransportdata.swiss/didok/8505302
600;187.351;MDE;Melide;Mittelperron;3/4;4;30.45;P 20;;nicht vorhanden;konstant;Andere;Granito;Naturstein;Granito;Kein;1385971;5302;3746664;35325814;45.9551351033, 8.94977145699;45.95529117481176, 8.949448782671887;8505302;http://lod.opentransportdata.swiss/didok/8505302
890;2.685;MELS;Mels;Mittelperron;3/4;3;306.55;P 25;;nicht vorhanden;Karrenueberfahrten;Mauerwerk;;Naturstein;;Kein;1176118;9412;1176117;35354886;47.0545346933, 9.41635272071;47.0531086446529, 9.419805846599186;8509412;http://lod.opentransportdata.swiss/didok/8509412
600;198.881;MEN;Mendrisio;Mittelperron;2/3;3;60.56;P 20;;nicht vorhanden;konstant;Mauerwerk;Granito;Naturstein;;Kein;1626625;5305;11322670;127160804;45.8680681188, 8.97703189369;45.86849211150546, 8.97751652181481;8505305;http://lod.opentransportdata.swiss/didok/8505305
600;198.6;MEN;Mendrisio;Mittelperron;2/3;2;69.97;P 20;;nicht vorhanden;konstant;Mauerwerk;Granito;Naturstein;;Kein;1626625;5305;11322741;127160936;45.8699508128, 8.97944109601;45.87042252363658, 8.980033962940679;8505305;http://lod.opentransportdata.swiss/didok/8505305
600;198.846;MEN;Mendrisio;Mittelperron;4/5;5;250.19;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;11282861;5305;11282536;125076624;45.8683870348, 8.97718831229;45.87009561758506, 8.979283944303731;8505305;http://lod.opentransportdata.swiss/didok/8505305
600;198.846;MEN;Mendrisio;Mittelperron;4/5;4;250.1;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;11282861;5305;11282573;125076661;45.8683610256, 8.97723089388;45.87005872439517, 8.97934399370367;8505305;http://lod.opentransportdata.swiss/didok/8505305
711;28.73;MTM;Mettmenstetten;Hausperron;1;1;50.03;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1650694;2225;2196306;35324943;47.2456289853, 8.45673809292;47.24519098414466, 8.456889769020966;8502225;http://lod.opentransportdata.swiss/didok/8502225
151;66.063;VM;Meyrin;;;1;171.69;P 55;;nicht vorhanden;;Fertigelement;;Beton;;Gitterrost;;1006;14019855;282194372;46.2224219713, 6.07754859588;46.22220481732025, 6.0753455532130385;8501006;http://lod.opentransportdata.swiss/didok/8501006
600;168.744;MEZ;Mezzovico;Hausperron;2;2;30.46;P 35;P 35;nicht vorhanden;konstant;Andere;Legno;Andere;Legno;Kein;3746667;5217;13515128;201431784;46.0951399154, 8.92945450905;46.09490458005219, 8.9292528151931;8505217;http://lod.opentransportdata.swiss/didok/8505217
150;49.568;MIES;Mies;Mittelperron;1/2;1;219.99;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;4274964;1014;4274958;202685160;46.2991176843, 6.16876452268;46.29771011393739, 6.1667586236636485;8501014;http://lod.opentransportdata.swiss/didok/8501014
630;170.589;MINU;Minusio;Aussenperron;1;1;219.11;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;16044855;5417;15928533;323551057;46.1735248355, 8.81840289448;46.17462099821705, 8.820760939353185;8505417;http://lod.opentransportdata.swiss/didok/8505417
100;24.517;MX;Montreux;Aussenperron;7;;85.74;P 30;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;1551215;1300;3855714;35372350;46.4361988448, 6.91089541199;46.4356391871541, 6.911656123335933;8501300;http://lod.opentransportdata.swiss/didok/8501300
150;12.563;MOR;Morges;Mittelperron;4/5;4;22.34;P 30;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;679177;1037;679166;35322153;46.5109234957, 6.49315433114;46.51078519352647, 6.492944630371733;8501037;http://lod.opentransportdata.swiss/didok/8501037
150;12.689;MOR;Morges;Mittelperron;2/3;3;89.32;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;679187;1037;679161;35353956;46.510080453, 6.49205363385;46.51064469214577, 6.492879070000521;8501037;http://lod.opentransportdata.swiss/didok/8501037
150;12.269;MOR;Morges;Mittelperron;2/3;2;335.61;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;679187;1037;13696378;207702333;46.5125836384, 6.49615229697;46.51057798514644, 6.492884497579768;8501037;http://lod.opentransportdata.swiss/didok/8501037
890;21.124;MG;Murg;Mittelperron;1/2;1;199.38;P 20;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;1168658;9417;1168654;35335989;47.1133425865, 9.21626605939;47.11321200405154, 9.213648826071779;8509417;http://lod.opentransportdata.swiss/didok/8509417
653;81.438;MI;Muri AG;Hausperron;1;;83.33;<=P20;0;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;15173283;2215;15173223;236891009;47.2770580647, 8.33942368399;47.27645579732235, 8.340078703348498;8502215;http://lod.opentransportdata.swiss/didok/8502215
251;76.485;MRT;Murten/Morat;Hausperron;1;1;145.29;P 55;;nicht vorhanden;konstant;Fertigelement;;Andere;Element prefabrique;Gitterrost;2399346;4128;2399344;35341294;46.9251307451, 7.11491598622;46.92583205756619, 7.116525706826353;8504128;http://lod.opentransportdata.swiss/didok/8504128
650;25.676;MAEG;Magenwil;Hausperron;1;1;320.01;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;974435;2106;12216591;283306888;47.4156247592, 8.23820504315;47.41434859965907, 8.23440854670065;8502106;http://lod.opentransportdata.swiss/didok/8502106
840;55.592;MAER;Marstetten;Hausperron;1;1;221.31;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;15679753;6104;15674642;314481262;47.5831837471, 9.06099733432;47.582217659001614, 9.063569290022766;8506104;http://lod.opentransportdata.swiss/didok/8506104
840;55.592;MAER;Marstetten;Aussenperron;2;2;221.08;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;15679772;6104;2274929;35320072;47.5831205117, 9.06094889376;47.58215556562989, 9.063518382716236;8506104;http://lod.opentransportdata.swiss/didok/8506104
880;72.675;MOER;Morschwil;Aussenperron;2;2;39.29;<=P20;17 cm;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;3235302;6304;3571364;35362352;47.4758055472, 9.41401862486;47.47545234800611, 9.414015097648592;8506304;http://lod.opentransportdata.swiss/didok/8506304
653;88.331;MUEH;Muhlau;Hausperron;1;1;178.79;P 25;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;1057254;2217;1057252;35330410;47.2256887925, 8.38699156423;47.22476669919973, 8.388925219026085;8502217;http://lod.opentransportdata.swiss/didok/8502217
890;24.613;MH;Muhlehorn;Hausperron;1;1;166.02;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;3861452;9418;3861433;35324668;47.1179120335, 9.17287966501;47.11798554290992, 9.17070158997942;8509418;http://lod.opentransportdata.swiss/didok/8509418
840;52.013;MUEL;Mullheim-Wigoltingen;Aussenperron;3;3;220.58;P 42;inkl. 20 cm Hilfstritt;vorhanden;konstant;Fertigelement;;Beton;;Andere;402572;6103;402570;35363113;47.5881408437, 9.0140497156;47.58789992234511, 9.016959758158187;8506103;http://lod.opentransportdata.swiss/didok/8506103
840;52.014;MUEL;Mullheim-Wigoltingen;Hausperron;2;2;200.41;P 42;inkl. 20 cm Hilfstritt;vorhanden;konstant;Fertigelement;;Beton;;Andere;402576;6103;402578;35364600;47.5882139539, 9.01407454341;47.58799413410109, 9.016718343250112;8506103;http://lod.opentransportdata.swiss/didok/8506103
260;10.024;MUEB;Munchenbuchsee;Aussenperron;2;2;219.91;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1795385;4411;1795383;35346925;47.0210207997, 7.45318416484;47.022049677541006, 7.450713644639007;8504411;http://lod.opentransportdata.swiss/didok/8504411
230;118.206;MST;Munchenstein;Mittelperron;2/3;2;170.2;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;3175660;119;3175657;35347439;47.5126178151, 7.61700705673;47.514071560030054, 7.617714511879078;8500119;http://lod.opentransportdata.swiss/didok/8500119
230;118.206;MST;Munchenstein;Mittelperron;2/3;3;170.51;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;3175660;119;3175658;35331465;47.5126265624, 7.61696840256;47.51407850163424, 7.617686378081788;8500119;http://lod.opentransportdata.swiss/didok/8500119
290;122.259;MS;Munsingen;Mittelperron;2/3;3;50.08;P 30;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;945171;7006;3812209;35355512;46.8721985773, 7.55957178873;46.871760265903234, 7.55972355520081;8507006;http://lod.opentransportdata.swiss/didok/8507006
824;95.401;MSPI;Munsterlingen Spital;Hausperron;1;1;120.43;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;2774938;6143;2774937;35309878;47.6319177578, 9.23693735722;47.63222363127479, 9.235400418287213;8506143;http://lod.opentransportdata.swiss/didok/8506143
210;75.11;NE;Neuchatel;Mittelperron;2/3;2;115.93;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;2205276;4221;17472245;275623160;46.9961256352, 6.9334151143;46.99654628668905, 6.934809068794708;8504221;http://lod.opentransportdata.swiss/didok/8504221
